3	1
3	2
4	1
4	2
4	3
5	0
5	1
5	2
5	3
5	4
6	3
6	5
7	0
7	4
7	5
7	6
8	0
8	1
8	2
8	4
8	5
8	7
9	1
9	3
10	1
10	4
10	5
10	6
11	0
11	1
11	3
11	4
11	5
11	6
12	0
12	3
12	4
12	8
12	9
12	10
13	1
13	2
13	3
13	4
13	6
13	7
13	10
14	1
14	2
14	5
14	8
14	9
14	10
14	12
15	2
15	3
15	5
15	7
15	8
15	10
15	11
15	13
16	0
16	3
16	4
16	6
16	11
16	12
16	13
17	5
17	7
17	8
17	9
17	10
17	13
17	16
18	0
18	1
18	2
18	5
18	10
18	11
18	12
18	13
18	14
18	15
18	17
19	1
19	2
19	4
19	9
19	10
19	13
19	14
19	16
19	18
20	0
20	6
20	7
20	9
20	10
20	13
20	15
20	17
20	18
21	0
21	1
21	2
21	3
21	4
21	6
21	7
21	8
21	12
21	13
22	1
22	5
22	7
22	12
22	13
22	15
22	17
23	0
23	3
23	7
23	12
23	15
23	21
23	22
24	0
24	2
24	5
24	7
24	8
24	10
24	11
24	12
24	13
24	15
24	16
24	17
24	19
24	20
24	23
25	0
25	2
25	4
25	5
25	9
25	12
25	16
25	17
25	19
25	21
26	1
26	2
26	7
26	8
26	9
26	10
26	11
26	13
26	14
26	15
26	16
26	22
26	23
26	24
26	25
27	0
27	4
27	5
27	6
27	7
27	8
27	9
27	11
27	12
27	13
27	14
27	16
27	17
27	20
27	22
27	25
28	2
28	5
28	6
28	8
28	9
28	10
28	11
28	12
28	13
28	14
28	16
28	17
28	19
28	21
28	23
28	27
29	2
29	6
29	7
29	10
29	11
29	16
29	17
29	18
29	22
29	24
29	26
29	27
29	28
30	0
30	1
30	2
30	3
30	6
30	8
30	11
30	12
30	14
30	15
30	16
30	17
30	19
30	24
30	26
30	27
30	28
31	4
31	7
31	8
31	10
31	11
31	14
31	16
31	17
31	21
31	22
31	23
31	25
31	27
31	29
32	1
32	2
32	4
32	7
32	10
32	11
32	12
32	14
32	15
32	16
32	17
32	20
32	22
32	23
32	24
32	25
32	28
32	29
32	31
33	1
33	3
33	4
33	7
33	9
33	10
33	11
33	13
33	14
33	15
33	17
33	21
33	22
33	23
33	24
33	31
34	2
34	3
34	4
34	5
34	6
34	7
34	8
34	10
34	12
34	13
34	16
34	19
34	20
34	21
34	24
34	25
34	26
34	29
34	33
35	0
35	2
35	3
35	4
35	6
35	7
35	10
35	14
35	15
35	18
35	19
35	22
35	23
35	24
35	26
35	27
35	29
35	30
35	31
35	32
35	33
36	0
36	3
36	9
36	11
36	12
36	15
36	17
36	20
36	22
36	23
36	30
36	31
36	33
37	0
37	1
37	2
37	4
37	9
37	10
37	13
37	15
37	18
37	19
37	20
37	21
37	25
37	26
37	29
37	30
37	31
37	33
37	34
37	35
37	36
38	0
38	1
38	3
38	4
38	5
38	6
38	8
38	9
38	15
38	16
38	17
38	18
38	23
38	24
38	25
38	27
38	28
38	31
38	33
38	34
38	35
38	36
39	0
39	3
39	7
39	8
39	9
39	10
39	13
39	17
39	19
39	21
39	25
39	34
39	36
39	37
40	0
40	1
40	4
40	5
40	6
40	11
40	12
40	15
40	16
40	22
40	23
40	24
40	25
40	26
40	28
40	29
40	31
40	32
40	34
40	35
40	36
40	38
41	0
41	6
41	7
41	11
41	13
41	14
41	16
41	17
41	19
41	20
41	21
41	27
41	30
41	32
41	34
41	36
41	37
41	39
42	0
42	1
42	3
42	4
42	6
42	9
42	11
42	13
42	14
42	16
42	18
42	22
42	26
42	30
42	32
42	33
42	34
42	35
42	38
42	41
43	3
43	6
43	13
43	16
43	17
43	20
43	21
43	22
43	23
43	25
43	29
43	30
43	31
43	32
43	34
43	35
43	36
43	37
43	38
44	1
44	3
44	6
44	7
44	8
44	9
44	10
44	14
44	15
44	18
44	24
44	25
44	26
44	28
44	29
44	34
44	35
44	36
44	42
44	43
45	2
45	3
45	5
45	7
45	9
45	12
45	13
45	15
45	16
45	18
45	19
45	21
45	22
45	24
45	26
45	27
45	32
45	33
45	34
45	39
45	41
46	0
46	1
46	2
46	4
46	5
46	6
46	10
46	12
46	14
46	15
46	18
46	19
46	20
46	21
46	23
46	24
46	26
46	29
46	30
46	34
46	37
46	42
46	44
46	45
47	1
47	2
47	5
47	6
47	7
47	14
47	16
47	17
47	18
47	26
47	28
47	29
47	32
47	34
47	35
47	42
47	43
47	45
47	46
48	0
48	4
48	7
48	12
48	13
48	14
48	17
48	21
48	23
48	25
48	28
48	29
48	32
48	34
48	35
48	36
48	37
48	38
48	42
48	45
49	0
49	1
49	2
49	3
49	8
49	9
49	11
49	13
49	14
49	20
49	24
49	26
49	27
49	28
49	29
49	31
49	33
49	34
49	35
49	36
49	43
49	44
49	46
49	47
50	2
50	3
50	5
50	7
50	9
50	11
50	12
50	17
50	21
50	22
50	24
50	25
50	28
50	38
50	40
50	41
50	44
50	49
51	1
51	2
51	4
51	5
51	8
51	10
51	11
51	12
51	15
51	16
51	17
51	20
51	21
51	23
51	26
51	27
51	29
51	30
51	32
51	36
51	37
51	38
51	39
51	41
51	42
51	43
51	45
51	46
51	47
51	48
51	50
52	1
52	2
52	3
52	9
52	10
52	12
52	14
52	17
52	20
52	21
52	29
52	30
52	33
52	40
52	41
52	43
52	45
52	46
52	49
52	50
53	0
53	3
53	6
53	11
53	12
53	14
53	15
53	16
53	19
53	21
